City,Day,Year,AvgTemp,Day_of_Year
Stockholm,13,2007,7.7,133
Stockholm,14,2007,10.9,134
Stockholm,15,2007,12.2,135
Stockholm,16,2007,10.2,136
Stockholm,17,2007,9.4,137
Stockholm,18,2007,12.1,138
Stockholm,19,2007,12.6,139
Stockholm,20,2007,15.4,140
Stockholm,21,2007,13.1,141
Stockholm,22,2007,10.5,142
Stockholm,23,2007,13.6,143
Stockholm,24,2007,15.4,144
Stockholm,25,2007,16.2,145
Stockholm,26,2007,16.8,146
Stockholm,27,2007,16.1,147
Stockholm,28,2007,11.0,148
Stockholm,29,2007,12.6,149
Stockholm,30,2007,13.8,150
Stockholm,31,2007,11.3,151
Stockholm,1,2007,12.8,152
Stockholm,2,2007,13.1,153
Stockholm,3,2007,13.6,154
Stockholm,4,2007,15.8,155
Stockholm,5,2007,18.1,156
Stockholm,6,2007,20.2,157
Stockholm,7,2007,19.5,158
Stockholm,8,2007,21.9,159
Stockholm,9,2007,22.2,160
Stockholm,10,2007,21.4,161
Stockholm,11,2007,20.1,162
Stockholm,12,2007,17.2,163
Stockholm,13,2007,15.3,164
Stockholm,14,2007,13.1,165
Stockholm,15,2007,13.8,166
Stockholm,16,2007,14.1,167
Stockholm,17,2007,12.8,168
Stockholm,18,2007,13.6,169
Stockholm,19,2007,14.2,170
Stockholm,20,2007,16.6,171
Stockholm,21,2007,15.5,172
Stockholm,22,2007,16.1,173
Stockholm,23,2007,14.7,174
Stockholm,24,2007,17.4,175
Stockholm,25,2007,17.8,176
Stockholm,26,2007,18.8,177
Stockholm,27,2007,12.7,178
Stockholm,28,2007,16.4,179
Stockholm,29,2007,15.7,180
Stockholm,30,2007,14.8,181
Stockholm,1,2007,15.8,182
Stockholm,2,2007,17.9,183
Stockholm,3,2007,18.9,184
Stockholm,4,2007,17.6,185
Stockholm,5,2007,19.6,186
Stockholm,6,2007,18.2,187
Stockholm,7,2007,16.0,188
Stockholm,8,2007,14.1,189
Stockholm,9,2007,14.2,190
Stockholm,10,2007,16.2,191
Stockholm,11,2007,15.9,192
Stockholm,12,2007,14.4,193
Stockholm,13,2007,15.7,194
Stockholm,14,2007,18.4,195
Stockholm,15,2007,18.2,196
Stockholm,16,2007,19.9,197
Stockholm,17,2007,18.9,198
Stockholm,18,2007,19.1,199
Stockholm,19,2007,15.8,200
Stockholm,20,2007,15.9,201
Stockholm,21,2007,16.4,202
Stockholm,22,2007,17.6,203
Stockholm,23,2007,16.0,204
Stockholm,24,2007,16.9,205
Stockholm,25,2007,17.7,206
Stockholm,26,2007,18.9,207
Stockholm,27,2007,16.7,208
Stockholm,28,2007,16.7,209
Stockholm,29,2007,15.0,210
Stockholm,30,2007,14.9,211
Stockholm,31,2007,17.0,212
Stockholm,1,2007,18.8,213
Stockholm,2,2007,18.1,214
Stockholm,3,2007,16.0,215
Stockholm,4,2007,17.4,216
Stockholm,5,2007,19.8,217
Stockholm,6,2007,20.4,218
Stockholm,7,2007,20.0,219
Stockholm,8,2007,20.3,220
Stockholm,9,2007,21.2,221
Stockholm,10,2007,19.9,222
Stockholm,11,2007,21.8,223
Stockholm,12,2007,21.3,224
Stockholm,13,2007,20.4,225
Stockholm,14,2007,18.1,226
Stockholm,15,2007,18.7,227
Stockholm,16,2007,19.7,228
Stockholm,17,2007,17.2,229
Stockholm,18,2007,16.0,230
Stockholm,19,2007,16.1,231
Stockholm,20,2007,17.3,232
Stockholm,21,2007,19.6,233
Stockholm,22,2007,19.1,234
Stockholm,23,2007,18.5,235
Stockholm,24,2007,20.4,236
Stockholm,25,2007,19.3,237
Stockholm,26,2007,15.3,238
Stockholm,27,2007,12.7,239
Stockholm,28,2007,12.0,240
Stockholm,29,2007,11.2,241
Stockholm,30,2007,9.8,242
Stockholm,31,2007,10.5,243
Stockholm,1,2007,12.4,244
Stockholm,2,2007,15.2,245
Stockholm,3,2007,12.1,246
Stockholm,4,2007,8.2,247
Stockholm,5,2007,11.4,248
Stockholm,6,2007,14.2,249
Stockholm,7,2007,11.5,250
Stockholm,8,2007,12.3,251
Stockholm,9,2007,12.1,252
Stockholm,10,2007,12.9,253
Stockholm,11,2007,12.9,254
Stockholm,12,2007,12.4,255
Stockholm,13,2007,9.9,256
Stockholm,14,2007,11.3,257
Stockholm,15,2007,10.6,258
Stockholm,16,2007,9.4,259
Stockholm,17,2007,14.3,260
Stockholm,18,2007,9.9,261
Stockholm,19,2007,9.8,262
Stockholm,20,2007,12.6,263
Stockholm,21,2007,14.3,264
Stockholm,22,2007,12.9,265
Stockholm,23,2007,12.4,266
Stockholm,24,2007,14.9,267
Stockholm,25,2007,14.8,268
Stockholm,26,2007,10.8,269
Stockholm,27,2007,9.2,270
Stockholm,28,2007,10.0,271
Stockholm,29,2007,12.8,272
Stockholm,30,2007,14.2,273
Stockholm,1,2007,13.0,274
Stockholm,2,2007,10.6,275
Stockholm,3,2007,9.6,276
Stockholm,4,2007,8.3,277
Stockholm,5,2007,9.4,278
Stockholm,6,2007,9.5,279
Stockholm,7,2007,10.2,280
Stockholm,8,2007,9.1,281
Stockholm,9,2007,6.3,282
Stockholm,10,2007,5.8,283
Stockholm,11,2007,4.1,284
Stockholm,12,2007,4.7,285
Stockholm,13,2007,1.9,286
Stockholm,14,2007,8.3,287
Stockholm,15,2007,11.2,288
Stockholm,16,2007,11.3,289
Stockholm,17,2007,10.2,290
Stockholm,18,2007,4.6,291
Stockholm,19,2007,4.4,292
Stockholm,20,2007,3.9,293
Stockholm,21,2007,5.6,294
Stockholm,22,2007,7.4,295
Stockholm,23,2007,6.1,296
Stockholm,24,2007,4.2,297
Stockholm,25,2007,3.1,298
Stockholm,26,2007,5.2,299
Stockholm,27,2007,8.7,300
Stockholm,28,2007,9.6,301
Stockholm,29,2007,8.7,302
Stockholm,30,2007,7.9,303
Stockholm,31,2007,4.4,304
Stockholm,1,2007,10.3,305
Stockholm,2,2007,3.2,306
Stockholm,3,2007,3.1,307
Stockholm,4,2007,2.3,308
Stockholm,5,2007,3.4,309
Stockholm,6,2007,5.7,310
Stockholm,7,2007,1.6,311
Stockholm,8,2007,2.4,312
Stockholm,9,2007,5.2,313
Stockholm,10,2007,-0.9,314
Stockholm,11,2007,0.0,315
Stockholm,12,2007,1.7,316
Stockholm,13,2007,0.6,317
Stockholm,14,2007,-0.3,318
Stockholm,15,2007,-0.4,319
Stockholm,16,2007,1.6,320
Stockholm,17,2007,1.3,321
Stockholm,18,2007,4.7,322
Stockholm,19,2007,3.0,323
Stockholm,20,2007,0.7,324
Stockholm,21,2007,3.9,325
Stockholm,22,2007,4.8,326
Stockholm,23,2007,3.4,327
Stockholm,24,2007,-2.1,328
Stockholm,25,2007,2.1,329
Stockholm,26,2007,-0.1,330
Stockholm,27,2007,-1.2,331
Stockholm,28,2007,-1.7,332
Stockholm,29,2007,3.6,333
Stockholm,30,2007,2.8,334
Stockholm,1,2007,4.1,335
Stockholm,2,2007,5.6,336
Stockholm,3,2007,3.9,337
Stockholm,4,2007,1.4,338
Stockholm,5,2007,3.8,339
Stockholm,6,2007,8.1,340
Stockholm,7,2007,6.3,341
Stockholm,8,2007,4.2,342
Stockholm,9,2007,2.9,343
Stockholm,10,2007,4.6,344
Stockholm,11,2007,2.6,345
Stockholm,12,2007,0.0,346
Stockholm,13,2007,-2.0,347
Stockholm,14,2007,-0.9,348
Stockholm,15,2007,-2.6,349
Stockholm,16,2007,-1.4,350
Stockholm,17,2007,-3.8,351
Stockholm,18,2007,-3.1,352
Stockholm,19,2007,-3.4,353
Stockholm,20,2007,-0.7,354
Stockholm,21,2007,-1.7,355
Stockholm,22,2007,-2.6,356
Stockholm,23,2007,0.1,357
Stockholm,24,2007,2.6,358
Stockholm,25,2007,3.7,359
Stockholm,26,2007,3.8,360
Stockholm,27,2007,4.2,361
Stockholm,28,2007,5.8,362
Stockholm,29,2007,6.1,363
Stockholm,30,2007,3.7,364
Stockholm,31,2007,0.6,365
Stockholm,1,2008,1.4,1
Stockholm,2,2008,0.7,2
Stockholm,3,2008,-0.9,3
Stockholm,4,2008,-1.6,4
Stockholm,5,2008,-1.3,5
Stockholm,6,2008,0.6,6
Stockholm,7,2008,1.9,7
Stockholm,8,2008,2.7,8
Stockholm,9,2008,2.8,9
Stockholm,10,2008,2.9,10
Stockholm,11,2008,5.3,11
Stockholm,12,2008,4.2,12
Stockholm,13,2008,2.9,13
Stockholm,14,2008,4.6,14
Stockholm,15,2008,4.4,15
Stockholm,16,2008,5.1,16
Stockholm,17,2008,5.1,17
Stockholm,18,2008,3.8,18
Stockholm,19,2008,5.4,19
Stockholm,20,2008,3.6,20
Stockholm,21,2008,1.5,21
Stockholm,22,2008,-0.8,22
Stockholm,23,2008,-2.4,23
Stockholm,24,2008,4.5,24
Stockholm,25,2008,4.4,25
Stockholm,26,2008,2.9,26
Stockholm,27,2008,1.0,27
Stockholm,28,2008,0.7,28
Stockholm,29,2008,5.9,29
Stockholm,30,2008,2.7,30
Stockholm,31,2008,1.2,31
Stockholm,1,2008,3.1,32
Stockholm,2,2008,1.6,33
Stockholm,3,2008,0.8,34
Stockholm,4,2008,2.2,35
Stockholm,5,2008,2.9,36
Stockholm,6,2008,3.8,37
Stockholm,7,2008,2.8,38
Stockholm,8,2008,3.6,39
Stockholm,9,2008,5.3,40
Stockholm,10,2008,3.8,41
Stockholm,11,2008,1.6,42
Stockholm,12,2008,-0.6,43
Stockholm,13,2008,3.2,44
Stockholm,14,2008,-0.7,45
Stockholm,15,2008,-3.6,46
Stockholm,16,2008,-2.7,47
Stockholm,17,2008,4.3,48
Stockholm,18,2008,4.8,49
Stockholm,19,2008,0.9,50
Stockholm,20,2008,0.3,51
Stockholm,21,2008,3.3,52
Stockholm,22,2008,7.0,53
Stockholm,23,2008,4.7,54
Stockholm,24,2008,7.1,55
Stockholm,25,2008,5.3,56
Stockholm,26,2008,3.9,57
Stockholm,27,2008,5.4,58
Stockholm,28,2008,3.3,59
Stockholm,29,2008,3.8,60
Stockholm,1,2008,2.6,61
Stockholm,2,2008,1.4,62
Stockholm,3,2008,0.6,63
Stockholm,4,2008,-0.7,64
Stockholm,5,2008,-0.3,65
Stockholm,6,2008,4.1,66
Stockholm,7,2008,2.6,67
Stockholm,8,2008,5.3,68
Stockholm,9,2008,5.4,69
Stockholm,10,2008,5.4,70
Stockholm,11,2008,5.1,71
Stockholm,12,2008,4.8,72
Stockholm,13,2008,3.3,73
Stockholm,14,2008,2.5,74
Stockholm,15,2008,1.6,75
Stockholm,16,2008,2.6,76
Stockholm,17,2008,1.1,77
Stockholm,18,2008,0.3,78
Stockholm,19,2008,-0.6,79
Stockholm,20,2008,-2.1,80
Stockholm,21,2008,-2.6,81
Stockholm,22,2008,-4.4,82
Stockholm,23,2008,-5.5,83
Stockholm,24,2008,-3.4,84
Stockholm,25,2008,-0.3,85
Stockholm,26,2008,-0.7,86
Stockholm,27,2008,0.7,87
Stockholm,28,2008,1.1,88
Stockholm,29,2008,4.9,89
Stockholm,30,2008,6.8,90
Stockholm,31,2008,8.6,91
Stockholm,1,2008,7.5,92
Stockholm,2,2008,7.4,93
Stockholm,3,2008,4.4,94
Stockholm,4,2008,5.7,95
Stockholm,5,2008,7.6,96
Stockholm,6,2008,5.8,97
Stockholm,7,2008,5.9,98
Stockholm,8,2008,2.4,99
Stockholm,9,2008,1.6,100
Stockholm,10,2008,3.6,101
Stockholm,11,2008,2.6,102
Stockholm,12,2008,4.2,103
Stockholm,13,2008,2.9,104
Stockholm,14,2008,4.8,105
Stockholm,15,2008,5.5,106
Stockholm,16,2008,5.8,107
Stockholm,17,2008,5.5,108
Stockholm,18,2008,6.1,109
Stockholm,19,2008,5.2,110
Stockholm,20,2008,6.3,111
Stockholm,21,2008,7.7,112
Stockholm,22,2008,6.2,113
Stockholm,23,2008,8.0,114
Stockholm,24,2008,11.1,115
Stockholm,25,2008,11.4,116
Stockholm,26,2008,11.3,117
Stockholm,27,2008,12.3,118
Stockholm,28,2008,13.4,119
Stockholm,29,2008,13.9,120
Stockholm,30,2008,13.2,121
Stockholm,1,2008,11.3,122
Stockholm,2,2008,10.3,123
Stockholm,3,2008,12.4,124
Stockholm,4,2008,13.9,125
Stockholm,5,2008,11.4,126
Stockholm,6,2008,10.9,127
Stockholm,7,2008,12.6,128
Stockholm,8,2008,12.8,129
Stockholm,9,2008,15.1,130
Stockholm,10,2008,17.4,131
Stockholm,11,2008,18.8,132
Stockholm,12,2008,9.1,133
Stockholm,13,2008,7.0,134
Stockholm,14,2008,5.7,135
Stockholm,15,2008,6.9,136
Stockholm,16,2008,6.8,137
Stockholm,17,2008,7.6,138
Stockholm,18,2008,5.2,139
Stockholm,19,2008,7.7,140
Stockholm,20,2008,7.4,141
Stockholm,21,2008,8.7,142
Stockholm,22,2008,10.8,143
Stockholm,23,2008,10.8,144
Stockholm,24,2008,11.2,145
Stockholm,25,2008,12.3,146
Stockholm,26,2008,14.1,147
Stockholm,27,2008,12.7,148
Stockholm,28,2008,13.8,149
Stockholm,29,2008,17.2,150
Stockholm,30,2008,18.9,151
Stockholm,31,2008,18.3,152
Stockholm,1,2008,18.8,153
Stockholm,2,2008,18.7,154
Stockholm,3,2008,16.7,155
Stockholm,4,2008,16.5,156
Stockholm,5,2008,18.3,157
Stockholm,6,2008,20.3,158
Stockholm,7,2008,18.3,159
Stockholm,8,2008,21.3,160
Stockholm,9,2008,19.2,161
Stockholm,10,2008,18.6,162
Stockholm,11,2008,12.5,163
Stockholm,12,2008,11.4,164
Stockholm,13,2008,13.7,165
Stockholm,14,2008,12.1,166
Stockholm,15,2008,13.2,167
Stockholm,16,2008,13.1,168
Stockholm,17,2008,13.7,169
Stockholm,18,2008,15.2,170
Stockholm,19,2008,16.6,171
Stockholm,20,2008,16.2,172
Stockholm,21,2008,13.8,173
Stockholm,22,2008,15.8,174
Stockholm,23,2008,15.6,175
Stockholm,24,2008,14.9,176
Stockholm,25,2008,14.4,177
Stockholm,26,2008,16.3,178
Stockholm,27,2008,16.8,179
Stockholm,28,2008,16.3,180
Stockholm,29,2008,17.1,181
Stockholm,30,2008,15.5,182
Stockholm,1,2008,18.1,183
Stockholm,2,2008,17.5,184
Stockholm,3,2008,18.9,185
Stockholm,4,2008,21.7,186
Stockholm,5,2008,17.3,187
Stockholm,6,2008,13.8,188
Stockholm,7,2008,12.0,189
Stockholm,8,2008,13.0,190
Stockholm,9,2008,16.1,191
Stockholm,10,2008,19.2,192
Stockholm,11,2008,17.8,193
Stockholm,12,2008,18.9,194
Stockholm,13,2008,17.7,195
Stockholm,14,2008,17.1,196
Stockholm,15,2008,19.2,197
Stockholm,16,2008,18.4,198
Stockholm,17,2008,15.0,199
Stockholm,18,2008,16.1,200
Stockholm,19,2008,17.7,201
Stockholm,20,2008,19.1,202
Stockholm,21,2008,17.0,203
Stockholm,22,2008,17.9,204
Stockholm,23,2008,19.6,205
Stockholm,24,2008,21.2,206
Stockholm,25,2008,21.1,207
Stockholm,26,2008,22.9,208
Stockholm,27,2008,22.9,209
Stockholm,28,2008,21.9,210
Stockholm,29,2008,20.5,211
Stockholm,30,2008,19.5,212
Stockholm,31,2008,22.6,213
Stockholm,1,2008,21.6,214
Stockholm,2,2008,18.3,215
Stockholm,3,2008,17.9,216
Stockholm,4,2008,17.0,217
Stockholm,5,2008,13.3,218
Stockholm,6,2008,15.0,219
Stockholm,7,2008,15.9,220
Stockholm,8,2008,16.2,221
Stockholm,9,2008,15.2,222
Stockholm,10,2008,15.6,223
Stockholm,11,2008,17.4,224
Stockholm,12,2008,18.0,225
Stockholm,13,2008,18.9,226
Stockholm,14,2008,17.1,227
Stockholm,15,2008,17.0,228
Stockholm,16,2008,15.9,229
Stockholm,17,2008,14.3,230
Stockholm,18,2008,15.0,231
Stockholm,19,2008,17.1,232
Stockholm,20,2008,17.6,233
Stockholm,21,2008,16.2,234
Stockholm,22,2008,14.8,235
Stockholm,23,2008,14.3,236
Stockholm,24,2008,14.1,237
Stockholm,25,2008,15.0,238
Stockholm,26,2008,14.3,239
Stockholm,27,2008,16.2,240
Stockholm,28,2008,15.5,241
Stockholm,29,2008,11.7,242
Stockholm,30,2008,13.2,243
Stockholm,31,2008,11.4,244
Stockholm,1,2008,12.1,245
Stockholm,2,2008,14.7,246
Stockholm,3,2008,16.4,247
Stockholm,4,2008,15.4,248
Stockholm,5,2008,15.3,249
Stockholm,6,2008,12.3,250
Stockholm,7,2008,13.7,251
Stockholm,8,2008,12.7,252
Stockholm,9,2008,10.7,253
Stockholm,10,2008,11.7,254
Stockholm,11,2008,11.2,255
Stockholm,12,2008,9.2,256
Stockholm,13,2008,8.3,257
Stockholm,14,2008,9.9,258
Stockholm,15,2008,8.9,259
Stockholm,16,2008,9.2,260
Stockholm,17,2008,8.6,261
Stockholm,18,2008,8.5,262
Stockholm,19,2008,10.1,263
Stockholm,20,2008,11.6,264
Stockholm,21,2008,9.4,265
Stockholm,22,2008,10.7,266
Stockholm,23,2008,11.8,267
Stockholm,24,2008,11.0,268
Stockholm,25,2008,10.6,269
Stockholm,26,2008,9.3,270
Stockholm,27,2008,11.8,271
Stockholm,28,2008,11.1,272
Stockholm,29,2008,7.5,273
Stockholm,30,2008,7.9,274
Stockholm,1,2008,9.1,275
Stockholm,2,2008,7.7,276
Stockholm,3,2008,7.0,277
Stockholm,4,2008,7.8,278
Stockholm,5,2008,8.2,279
Stockholm,6,2008,8.0,280
Stockholm,7,2008,5.2,281
Stockholm,8,2008,6.1,282
Stockholm,9,2008,8.7,283
Stockholm,10,2008,10.8,284
Stockholm,11,2008,13.0,285
Stockholm,12,2008,11.2,286
Stockholm,13,2008,11.2,287
Stockholm,14,2008,11.1,288
Stockholm,15,2008,7.2,289
Stockholm,16,2008,9.0,290
Stockholm,17,2008,6.6,291
Stockholm,18,2008,7.0,292
Stockholm,19,2008,8.5,293
Stockholm,20,2008,9.1,294
Stockholm,21,2008,10.5,295
Stockholm,22,2008,8.6,296
Stockholm,23,2008,8.1,297
Stockholm,24,2008,10.2,298
Stockholm,25,2008,9.1,299
Stockholm,26,2008,9.4,300
Stockholm,27,2008,7.4,301
Stockholm,28,2008,3.7,302
Stockholm,29,2008,2.3,303
Stockholm,30,2008,2.2,304
Stockholm,31,2008,4.3,305
Stockholm,1,2008,-0.1,306
Stockholm,2,2008,2.1,307
Stockholm,3,2008,4.3,308
Stockholm,4,2008,4.7,309
Stockholm,5,2008,2.1,310
Stockholm,6,2008,2.3,311
Stockholm,7,2008,5.2,312
Stockholm,8,2008,7.6,313
Stockholm,9,2008,8.4,314
Stockholm,10,2008,7.2,315
Stockholm,11,2008,5.3,316
Stockholm,12,2008,6.6,317
Stockholm,13,2008,5.4,318
Stockholm,14,2008,5.4,319
Stockholm,15,2008,8.5,320
Stockholm,16,2008,3.3,321
Stockholm,17,2008,0.4,322
Stockholm,18,2008,2.7,323
Stockholm,19,2008,1.6,324
Stockholm,20,2008,0.1,325
Stockholm,21,2008,-2.1,326
Stockholm,22,2008,-2.2,327
Stockholm,23,2008,-2.9,328
Stockholm,24,2008,-2.0,329
Stockholm,25,2008,-1.5,330
Stockholm,26,2008,-0.6,331
Stockholm,27,2008,7.2,332
Stockholm,28,2008,6.3,333
Stockholm,29,2008,4.8,334
Stockholm,30,2008,3.9,335
Stockholm,1,2008,2.7,336
Stockholm,2,2008,5.2,337
Stockholm,3,2008,2.9,338
Stockholm,4,2008,1.3,339
Stockholm,5,2008,2.6,340
Stockholm,6,2008,3.8,341
Stockholm,7,2008,0.8,342
Stockholm,8,2008,2.1,343
Stockholm,9,2008,3.1,344
Stockholm,10,2008,0.8,345
Stockholm,11,2008,1.4,346
Stockholm,12,2008,3.2,347
Stockholm,13,2008,0.1,348
Stockholm,14,2008,3.3,349
Stockholm,15,2008,2.5,350
Stockholm,16,2008,2.8,351
Stockholm,17,2008,4.6,352
Stockholm,18,2008,3.4,353
Stockholm,19,2008,4.3,354
Stockholm,20,2008,3.1,355
Stockholm,21,2008,1.9,356
Stockholm,22,2008,3.5,357
Stockholm,23,2008,-0.8,358
Stockholm,24,2008,-3.4,359
Stockholm,25,2008,-3.2,360
Stockholm,26,2008,-0.6,361
Stockholm,27,2008,-1.7,362
Stockholm,28,2008,-5.3,363
Stockholm,29,2008,-4.0,364
Stockholm,30,2008,-1.4,365
Stockholm,31,2008,-1.6,366
Stockholm,1,2009,-5.9,1
Stockholm,2,2009,-6.2,2
Stockholm,3,2009,-5.0,3
Stockholm,4,2009,-11.3,4
Stockholm,5,2009,-9.4,5
Stockholm,6,2009,-1.9,6
Stockholm,7,2009,-6.6,7
Stockholm,8,2009,-3.9,8
Stockholm,9,2009,1.7,9
Stockholm,10,2009,0.7,10
Stockholm,11,2009,3.2,11
Stockholm,12,2009,5.8,12
Stockholm,13,2009,5.0,13
Stockholm,14,2009,1.8,14
Stockholm,15,2009,-2.9,15
Stockholm,16,2009,-7.9,16
Stockholm,17,2009,-5.3,17
Stockholm,18,2009,-0.6,18
Stockholm,19,2009,0.3,19
Stockholm,20,2009,1.5,20
Stockholm,21,2009,0.1,21
Stockholm,22,2009,0.7,22
Stockholm,23,2009,1.2,23
Stockholm,24,2009,2.2,24
Stockholm,25,2009,2.3,25
Stockholm,26,2009,1.2,26
Stockholm,27,2009,0.0,27
Stockholm,28,2009,0.6,28
Stockholm,29,2009,-0.9,29
Stockholm,30,2009,-1.4,30
Stockholm,31,2009,-2.9,31
Stockholm,1,2009,-5.1,32
Stockholm,2,2009,-4.5,33
Stockholm,3,2009,-4.2,34
Stockholm,4,2009,-1.0,35
Stockholm,5,2009,-0.2,36
Stockholm,6,2009,0.8,37
Stockholm,7,2009,1.3,38
Stockholm,8,2009,1.2,39
Stockholm,9,2009,-2.3,40
Stockholm,10,2009,-3.2,41
Stockholm,11,2009,-1.1,42
Stockholm,12,2009,-1.8,43
Stockholm,13,2009,-3.3,44
Stockholm,14,2009,-6.2,45
Stockholm,15,2009,-3.7,46
Stockholm,16,2009,-3.9,47
Stockholm,17,2009,-4.1,48
Stockholm,18,2009,-4.7,49
Stockholm,19,2009,-4.2,50
Stockholm,20,2009,-4.8,51
Stockholm,21,2009,-4.8,52
Stockholm,22,2009,-0.2,53
Stockholm,23,2009,-1.6,54
Stockholm,24,2009,-0.3,55
Stockholm,25,2009,1.0,56
Stockholm,26,2009,2.0,57
Stockholm,27,2009,-0.7,58
Stockholm,28,2009,-4.1,59
Stockholm,1,2009,-5.4,60
Stockholm,2,2009,0.6,61
Stockholm,3,2009,2.2,62
Stockholm,4,2009,2.6,63
Stockholm,5,2009,1.7,64
Stockholm,6,2009,1.3,65
Stockholm,7,2009,0.8,66
Stockholm,8,2009,1.2,67
Stockholm,9,2009,1.2,68
Stockholm,10,2009,-0.8,69
Stockholm,11,2009,-1.0,70
Stockholm,12,2009,-0.4,71
Stockholm,13,2009,1.2,72
Stockholm,14,2009,1.9,73
Stockholm,15,2009,2.2,74
Stockholm,16,2009,1.9,75
Stockholm,17,2009,3.6,76
Stockholm,18,2009,2.1,77
Stockholm,19,2009,-0.6,78
Stockholm,20,2009,1.2,79
Stockholm,21,2009,3.6,80
Stockholm,22,2009,-0.1,81
Stockholm,23,2009,-1.0,82
Stockholm,24,2009,-3.5,83
Stockholm,25,2009,-3.6,84
Stockholm,26,2009,-1.9,85
Stockholm,27,2009,0.0,86
Stockholm,28,2009,1.8,87
Stockholm,29,2009,1.8,88
Stockholm,30,2009,4.2,89
Stockholm,31,2009,7.1,90
Stockholm,1,2009,5.3,91
Stockholm,2,2009,7.3,92
Stockholm,3,2009,7.6,93
Stockholm,4,2009,8.2,94
Stockholm,5,2009,5.8,95
Stockholm,6,2009,8.5,96
Stockholm,7,2009,4.7,97
Stockholm,8,2009,4.9,98
Stockholm,9,2009,7.1,99
Stockholm,10,2009,8.7,100
Stockholm,11,2009,10.7,101
Stockholm,12,2009,8.5,102
Stockholm,13,2009,8.2,103
Stockholm,14,2009,7.9,104
Stockholm,15,2009,6.8,105
Stockholm,16,2009,4.8,106
Stockholm,17,2009,7.6,107
Stockholm,18,2009,4.1,108
Stockholm,19,2009,7.7,109
Stockholm,20,2009,4.9,110
Stockholm,21,2009,2.5,111
Stockholm,22,2009,5.7,112
Stockholm,23,2009,8.8,113
Stockholm,24,2009,12.1,114
Stockholm,25,2009,12.4,115
Stockholm,26,2009,13.1,116
Stockholm,27,2009,12.8,117
Stockholm,28,2009,13.0,118
Stockholm,29,2009,10.1,119
Stockholm,30,2009,8.2,120
Stockholm,1,2009,9.3,121
Stockholm,2,2009,11.4,122
Stockholm,3,2009,11.9,123
Stockholm,4,2009,9.2,124
Stockholm,5,2009,8.4,125
Stockholm,6,2009,8.3,126
Stockholm,7,2009,9.8,127
Stockholm,8,2009,11.3,128
Stockholm,9,2009,11.1,129
Stockholm,10,2009,12.4,130
Stockholm,11,2009,9.3,131
Stockholm,12,2009,9.3,132
Stockholm,13,2009,10.8,133
Stockholm,14,2009,8.8,134
Stockholm,15,2009,9.9,135
Stockholm,16,2009,9.7,136
Stockholm,17,2009,10.4,137
Stockholm,18,2009,8.9,138
Stockholm,19,2009,10.3,139
Stockholm,20,2009,12.6,140
Stockholm,21,2009,12.7,141
Stockholm,22,2009,10.8,142
Stockholm,23,2009,11.6,143
Stockholm,24,2009,13.4,144
Stockholm,25,2009,16.3,145
Stockholm,26,2009,16.0,146
Stockholm,27,2009,15.3,147
Stockholm,28,2009,10.9,148
Stockholm,29,2009,14.1,149
Stockholm,30,2009,16.6,150
Stockholm,31,2009,18.5,151
Stockholm,1,2009,17.9,152
Stockholm,2,2009,10.0,153
Stockholm,3,2009,9.9,154
Stockholm,4,2009,7.1,155
Stockholm,5,2009,7.3,156
Stockholm,6,2009,8.1,157
Stockholm,7,2009,10.2,158
Stockholm,8,2009,10.2,159
Stockholm,9,2009,11.4,160
Stockholm,10,2009,11.1,161
Stockholm,11,2009,14.0,162
Stockholm,12,2009,12.2,163
Stockholm,13,2009,11.8,164
Stockholm,14,2009,10.4,165
Stockholm,15,2009,9.6,166
Stockholm,16,2009,12.6,167
Stockholm,17,2009,13.1,168
Stockholm,18,2009,12.4,169
Stockholm,19,2009,13.4,170
Stockholm,20,2009,12.6,171
Stockholm,21,2009,14.3,172
Stockholm,22,2009,15.1,173
Stockholm,23,2009,17.3,174
Stockholm,24,2009,18.7,175
Stockholm,25,2009,18.9,176
Stockholm,26,2009,19.4,177
Stockholm,27,2009,19.5,178
Stockholm,28,2009,21.4,179
Stockholm,29,2009,21.8,180
Stockholm,30,2009,20.8,181
Stockholm,1,2009,20.7,182
Stockholm,2,2009,22.8,183
Stockholm,3,2009,20.1,184
Stockholm,4,2009,17.9,185
Stockholm,5,2009,14.3,186
Stockholm,6,2009,14.2,187
Stockholm,7,2009,15.4,188
Stockholm,8,2009,17.2,189
Stockholm,9,2009,14.6,190
Stockholm,10,2009,15.5,191
Stockholm,11,2009,16.2,192
Stockholm,12,2009,16.9,193
Stockholm,13,2009,17.3,194
Stockholm,14,2009,17.3,195
Stockholm,15,2009,19.7,196
Stockholm,16,2009,20.2,197
Stockholm,17,2009,19.7,198
Stockholm,18,2009,19.5,199
Stockholm,19,2009,19.3,200
Stockholm,20,2009,17.6,201
Stockholm,21,2009,15.9,202
Stockholm,22,2009,17.6,203
Stockholm,23,2009,18.5,204
Stockholm,24,2009,18.6,205
Stockholm,25,2009,17.9,206
Stockholm,26,2009,16.8,207
Stockholm,27,2009,17.6,208
Stockholm,28,2009,18.2,209
Stockholm,29,2009,17.6,210
Stockholm,30,2009,17.3,211
Stockholm,31,2009,15.8,212
Stockholm,1,2009,16.2,213
Stockholm,2,2009,17.3,214
Stockholm,3,2009,18.5,215
Stockholm,4,2009,18.4,216
Stockholm,5,2009,19.3,217
